2018,Audi,A5 Cabriolet quattro,30.5258,46.3876,36.0771
2018,Audi,A5 quattro,30.5258,46.3876,36.0771
2018,Audi,A5 quattro,29.511,44.2701,34.7198
2018,Audi,S5,26.4775,42.3764,31.8558
2018,Audi,S5 Cabriolet,25.4,41,30.6474
2018,BMW,430i Convertible,30.3182,49.4646,36.713
2018,BMW,430i xDrive Convertible,28.2432,46.6641,34.3441
2018,BMW,440i Convertible,26.2724,41.5744,31.4876
2018,BMW,440i xDrive Convertible,25.0601,41.6976,30.5444
2018,BMW,640i Convertible,25.3505,41.6047,30.758
2018,BMW,640i xDrive Convertible,24.2582,40.2839,29.5478
2018,BMW,650i Convertible,20.9472,35.6082,25.7109
2018,BMW,650i xDrive Convertible,20.1802,34.4798,24.8105
2018,BMW,M4 Convertible,20.1444,31.1733,23.9588
2018,BMW,M4 Convertible,21.1878,35.0359,25.7717
2018,BMW,M6 Convertible,16.7405,28.1592,20.4771
2018,BMW,M6 Convertible,17.9,30,21.8693
2018,Audi,A4 quattro,30.5258,46.3876,36.0771
2018,Audi,A4 quattro,29.511,44.2701,34.7198
2018,Audi,S4,26.4775,42.3764,31.8558
2018,BMW,430i Coupe,30.3182,49.4646,36.713
2018,BMW,430i Coupe,26.8967,48.1712,33.568
2018,BMW,430i Gran Coupe,30.3182,49.4646,36.713
2018,BMW,430i xDrive Coupe,29.529,47.3016,35.5376
2018,BMW,430i xDrive Gran Coupe,29.529,47.3016,35.5376
2018,BMW,440i Coupe,27.1903,46.3939,33.4142
2018,BMW,440i Gran Coupe,27.1903,46.3939,33.4142
2018,BMW,440i xDrive Coupe,26.8787,45.2991,32.8988
2018,BMW,440i xDrive Coupe,24.4298,40.5933,29.7627
2018,BMW,440i xDrive Gran Coupe,26.8787,45.2991,32.8988
2018,BMW,640i Gran Coupe,25.3505,41.6047,30.758
2018,BMW,640i xDrive Gran Coupe,24.2582,40.2839,29.5478
2018,BMW,650i Gran Coupe,20.9472,35.6082,25.7109
2018,BMW,650i xDrive Gran Coupe,20.1802,34.4798,24.8105
2018,BMW,Alpina B6 xDrive Gran Coupe,20.1802,34.4798,24.8105
2018,BMW,M4 Coupe,21.6857,33.2484,25.709
2018,BMW,M4 Coupe,21.7785,35.637,26.398
2018,BMW,M6 Gran Coupe,16.7405,28.1592,20.4771
2018,BMW,M6 Gran Coupe,17.9,30,21.8693
2018,Subaru,WRX,23,33.7,26.834
2018,Subaru,WRX,25.988,38.641,30.4792
2018,Audi,A5 Sportback quattro,30.5258,46.3876,36.0771
2018,Audi,S5 Sportback,26.4775,42.3764,31.8558
2018,BMW,M550i xDrive,20.4964,35.2,25.241
2018,BMW,740i,26.2724,41.5744,31.4876
2018,BMW,740i xDrive,25.0601,41.6976,30.5444
2018,BMW,750i,20.9472,35.6082,25.7109
2018,BMW,750i xDrive,20.1802,34.4798,24.8105
2018,BMW,Alpina B7 xDrive,20.1802,34.4798,24.8105
2018,GENESIS,G80 AWD,21.3,34,25.6037
2018,GENESIS,G80 AWD,21.9,34.5,26.2071
2018,GENESIS,G80 RWD,21.7,35.5,26.3008
2018,GENESIS,G80 RWD,23.5,37.6,28.2707
2018,Chevrolet,EQUINOX FWD,33.3,46.5,38.1768
2018,Audi,Q5,29.2,39.1,32.9548
2018,Audi,SQ5,23.3,33,26.8518
2018,BMW,X4 M40i,22.9107,34.7954,27.0717
2018,BMW,X4 xDrive28i,25.3575,39.1645,30.1388
2018,Chevrolet,EQUINOX AWD,30.849,42.854,35.2988
2018,Bentley,Bentayga,15.016,25.2949,18.3763
