Toyota,Highlander,2010,01776,Faculty Full-Time 
Saab,42983,2001,01776,Staff-Exempt FT   
Mini Cooper,Clubman,2011,01776,Faculty Full-Time 
Honda,Civic,2007,01776,Staff-Exempt FT   
Toyota,Camry,2009,01776,Staff-Exempt FT   
Subaru,Impreza,2012,01776,Staff-Exempt FT   
BMW,3-Series,2015,01776,Faculty Full-Time 
Honda,Accord,2012,01776,Faculty Full-Time 
Toyota,Prius,2008,01776,Faculty Full-Time 
Volvo,S60,2004,01776,Staff-Exempt FT   
Toyota,Camry,2006,01776,Faculty Part-time 
Nissan,Versa,2011,01776,Faculty Full-Time 
Ford,Fusion,2014,01776,Staff-Exempt FT   
Acura,MDX,2012,01776,Faculty Part-time 
Toyota,Camry,2011,01776,Faculty Full-Time 
Toyota,RAV-4,2015,01776,Staff-Exempt FT   
Volvo,S80,2012,01778,Staff-Exempt FT   
Volkswagen,Jetta,2001,01778,Staff-Exempt FT   
BMW,X3,2012,01778,Staff-Exempt FT   
Subaru,Outback,2017,01778,Faculty Full-Time 
BMW,X5,2016,01778,Staff-Exempt FT   
Hyundai,Sonata,2015,01778,Staff-Exempt FT   
Chevrolet,Cruze,2014,01778,Faculty Full-Time 
Volkswagen,Passat,2004,01778,Faculty Full-Time 
Ford,Explorer,2013,01778,Faculty Full-Time 
Subaru,Outback,2013,01778,Staff-Exempt FT   
Honda,Accord,2005,01778,Faculty Full-Time 
Toyota,Camry,2012,01778,Faculty Full-Time 
Acura,TSX,2009,01778,Faculty Full-Time 
Honda,CR-V,2013,01778,Faculty Full-Time 
Volvo,V70,2008,01778,Faculty Part-time 
Acura,MDX,2015,01778,Faculty Full-Time 
Toyota,Camry,2002,01778,Staff-Exempt FT   
Nissan,Altima,2008,01778,Staff-NonExempt FT
Lexus,ES-Series,2015,01778,Staff-Exempt FT   
Mazda,Mazda 6,2013,01778,Faculty Full-Time 
Honda,CR-V,2014,01778,Faculty Full-Time 
Subaru,Outback,2016,01778,Faculty Part-time 
Chrysler,Town & Country,2014,01778,Staff-Exempt PT   
Honda,Other,2014,01778,Staff-Exempt PT   
Chevrolet,Malibu,2013,01801,Staff-Exempt FT   
Kia,Sorento,2008,01801,Staff-NonExempt FT
Volkswagen,Golf,2011,01801,Staff-Exempt FT   
Nissan,Murano,2014,01801,Staff-Exempt FT   
Volkswagen,Passat,2014,01801,Staff-Exempt FT   
Honda,CR-V,2013,01801,Staff-NonExempt FT
Honda,CR-V,2012,01801,Staff-Exempt FT   
Kia,Cadenza,2014,01801,Staff-Exempt FT   
Ford,Fusion,2015,01801,Staff-Exempt FT   
Toyota,Corolla,2008,01801,Staff-NonExempt FT
Honda,Civic,2013,01801,Staff-Exempt FT   
Jeep,Grand Cherokee,2015,01801,Staff-Exempt FT   
Toyota,Avalon,2012,01801,Faculty Full-Time 
Chevrolet,Equinox,2015,01801,Staff-Exempt FT   
Toyota,Corolla,2016,01801,Staff-NonExempt FT
Honda,Civic,2008,01801,Staff-Exempt FT   
Dodge,Other,2005,01801,Staff-NonExempt FT
Kia,Optima,2011,01801,Staff-NonExempt FT
Kia,Soul,2013,01801,Staff-NonExempt FT
Ford,Fusion,2010,01801,Staff-NonExempt PT
Ford,Fusion,2012,01801,Staff-Exempt FT   
Ford,F-150,2015,01801,Staff-NonExempt FT
Nissan,Rogue,2011,01801,Staff-NonExempt FT
Toyota,Camry,2011,01801,Staff-NonExempt FT
Toyota,Highlander,2015,01803,Staff-NonExempt FT
Toyota,Yaris,2017,01803,Staff-Exempt FT   
Kia,Sorento,2017,01803,Staff-Exempt FT   
Toyota,Corolla,2004,01803,Staff-NonExempt FT
Toyota,Corolla,2010,01803,Staff-Exempt FT   
Honda,Ridgeline,2012,01803,Staff-NonExempt FT
Audi,Q5,2014,01803,Staff-Exempt FT   
Mazda,CX-9,2011,01803,Staff-Exempt FT   
Toyota,Corolla,1996,01803,Staff-NonExempt FT
Chevrolet,Colorado,2012,01803,Staff-NonExempt FT
Nissan,Frontier,2015,01803,Staff-NonExempt FT
Chevrolet,Trailblazer,2002,01803,Staff-NonExempt FT
Honda,Odyssey,2015,01803,Staff-NonExempt FT
Toyota,RAV-4,2011,01803,Faculty Part-time 
Kia,Sorento,2013,01803,Staff-Exempt PT   
Toyota,Corolla,2003,01803,Staff-NonExempt PT
Toyota,Highlander,2009,01810,Staff-Exempt FT   
Honda,Accord,2012,01810,Staff-Exempt FT   
BMW,X3,2012,01810,Faculty Full-Time 
Honda,Element,2006,01810,Staff-Exempt FT   
Honda,Pilot,2015,01810,Faculty Part-time 
Toyota,Prius,2013,01810,Staff-Exempt FT   
Toyota,Sienna,2005,01810,Staff-Exempt FT   
Lexus,LS-Series,2005,01810,Faculty Full-Time 
Honda,CR-V,2009,01810,Staff-Exempt FT   
Honda,Accord,2007,01810,Staff-Exempt FT   
Audi,A5,2017,01810,Faculty Full-Time 
Land Rover,LR-Series,2008,01810,Faculty Part-time 
Acura,Integra,1998,01810,Faculty Full-Time 
