STAFFEXEMPTFT,01451,28.256002902038507,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01451,28.256002902038507,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01451,28.256002902038507,30.521078236397816,43.080394746716756,34.933187879924965
STAFFNONEXEMPTFT,01460,24.24937318777555,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01460,24.24937318777555,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01501,39.94562804613317,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01501,39.94562804613317,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01503,28.69305142364622,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01510,31.482709540318137,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01519,32.57526208643676,30.521078236397816,43.080394746716756,34.933187879924965
STAFFNONEXEMPTFT,01529,33.67569152964821,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01532,29.14360650297115,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01532,29.14360650297115,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYPARTTIME,01545,32.7564833277323,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01545,32.7564833277323,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01581,28.0877553392937,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01581,28.0877553392937,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01583,36.236287061453034,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTPT,01609,38.91323810735907,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01701,18.566292036915392,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01701,18.566292036915392,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01701,18.566292036915392,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01701,18.566292036915392,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYNONCOMP,01701,18.566292036915392,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01701,18.566292036915392,30.521078236397816,43.080394746716756,34.933187879924965
STAFFNONEXEMPTFT,01702,19.318812075280665,30.521078236397816,43.080394746716756,34.933187879924965
STAFFNONEXEMPTFT,01702,19.318812075280665,30.521078236397816,43.080394746716756,34.933187879924965
STAFFNONEXEMPTFT,01720,22.111709567557014,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYPARTTIME,01720,22.111709567557014,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01720,22.111709567557014,30.521078236397816,43.080394746716756,34.933187879924965
STAFFNONEXEMPTFT,01721,20.83689516218777,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01721,20.83689516218777,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01721,20.83689516218777,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYPARTTIME,01730,13.682532660293674,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01730,13.682532660293674,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01730,13.682532660293674,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYPARTTIME,01730,13.682532660293674,30.521078236397816,43.080394746716756,34.933187879924965
STAFFEXEMPTFT,01730,13.682532660293674,30.521078236397816,43.080394746716756,34.933187879924965
FACULTYFULLTIME,01741,19.385316608195946,30.521078236397816,43.080394746716756,34.933187879924965
